sentence,article,start,end,group,pred_v1,pred_v2,pred_v3,text_sha256
187,29,539,620,angika_marked,mag,mai_Deva,anp_Deva,5bd8ca7493d28a9144072df371ee93d136864268147faeddfdf8dfe21bf2469e
188,29,621,675,angika_marked,bho,mai_Deva,anp_Deva,b615a386f269379afc9fda6232fdf00b2011a5e2a62501fa62de773e3552bcdc
189,29,676,809,angika_marked,bho,mai_Deva,anp_Deva,de1d1bf114b2a7723db5786f08a63e740f699cd5689e52789121687af2bd4b17
190,29,810,860,angika_marked,awa,mai_Deva,anp_Deva,ad01390c8a8953fecb69ced02270b55c5cd8a00a32ac3965374ebe104fa367dd
191,29,861,952,angika_marked,awa,awa_Deva,anp_Deva,1794c384112a95e1638a8ed8b0214943b15be1aef152444ebb7c65b359bfe541
192,29,953,1006,neither,awa,awa_Deva,anp_Deva,9e18e4b44df76f8411a1850140ae0d4a5180eaea4b939750f80fc852e0dca366
193,29,1007,1108,angika_marked,mag,mag_Deva,anp_Deva,e176b2a5e8c1487b32bf9964566865d80c56e2f42cb19720382c64452cfeec29
194,30,0,77,angika_marked,mar,mai_Deva,anp_Deva,7615042a3b683d9d2da7034b8cddb284be3d21030cc347f87c5ea368f609d87f
195,31,0,54,angika_marked,new,mai_Deva,anp_Deva,30ee96e9cab68766bd2409c10baea60fe08a557f333c83b8e4dcc55cf8dab0a4
196,31,55,111,angika_marked,bho,mai_Deva,anp_Deva,e92327bd67267d7e706fbbc4a0e17d6ed375a9958f6235d99ac87612aedc7fda
197,31,112,169,angika_marked,bho,mai_Deva,anp_Deva,07b6eee113a901892893ab647e73a389d52a812ab9572c4563448cf59ca1f27e
198,32,0,68,angika_marked,mag,mag_Deva,anp_Deva,d9d10d9fc4cc865c28d2e18a85802ad090134422e398aef38e77aa5559d7ea41
199,32,69,110,angika_marked,hin,mag_Deva,anp_Deva,cdc90232674e5427a6921f945be6daad28b526009ec54d0d277cd3f406869051
200,33,0,124,angika_marked,awa,mai_Deva,anp_Deva,a27c405d5fa2efcbfdc3dd80d1760350eca30f7c820172bd35864b97f0ee7970
201,33,125,206,angika_marked,mai,mai_Deva,anp_Deva,fb58963dcdec22a3a3c3d1ab945374b5db8e69223e1024f292dbc116277a22f9
202,33,207,302,angika_marked,mai,mai_Deva,anp_Deva,5688cd8e9ecf8b28996a164888d4e2c9deb8af37ebf793b0c01ee21d8db64cc6
203,33,303,396,angika_marked,mai,mai_Deva,anp_Deva,36ce89b47b06f64ff429e176a16009c6c5ee426a50a86626ffea9462671c8b0d
204,33,397,484,angika_marked,mai,mai_Deva,anp_Deva,353cec77f460d1d648276423a2639271e35d1cd230a7ef98636b61bfb3dbdd57
205,33,485,624,angika_marked,mai,awa_Deva,anp_Deva,5fec6012da0e1ae0b4329763fd3908091393bf5065d529d928b0eba3235fc1c2
206,33,625,708,angika_marked,hin,awa_Deva,anp_Deva,5d6b3b659b877822e8b4cf8b65fb13b6bcf8fe036f1795f58ad7ad80b223d707
207,33,709,815,angika_marked,awa,awa_Deva,anp_Deva,c79d0df950a05a6d5bb61127f4cb7ee3c6ff3f5768b809f6728e1446aa5246b8
208,34,0,64,angika_marked,mai,mai_Deva,anp_Deva,a046747f459771495df37eafa72b0037f7de586d8fdee2f0c0c36c92b08f2849
209,35,0,55,angika_marked,mag,mag_Deva,anp_Deva,4913e8ead0067f7557a8db89bf93dd0d5625b42277965f5011907e29cfd5fa14
210,35,56,107,angika_marked,mag,awa_Deva,anp_Deva,eca7d26884b198a7c02232843fb6271bcbea06c064b01c5bc497826dd7e96de9
211,35,108,191,angika_marked,awa,awa_Deva,anp_Deva,3a561ba92ecc8f7eb26309f0bd65da099a5ca3d355c7de52346f1a3a8903fe52
212,35,192,278,angika_marked,awa,awa_Deva,anp_Deva,d1d314e5fed41c860b587dccfe8870740fdb9951baad4eeabcb0760df9c56340
213,36,76,120,angika_marked,mag,mag_Deva,anp_Deva,45944df8ed6f1eba187a7858a4084c716966a23b8ff40aa424fa24f098dcec22
214,36,121,163,angika_marked,mag,mag_Deva,anp_Deva,8f76411c22abfdb454a3baed2725046fc783977d909a68e3192b45a09e8c1bca
215,36,164,200,angika_marked,awa,awa_Deva,anp_Deva,ab99ddc5cac94f2b9bab4b59423101e0f1231e428143aaab35f9158858ee9f5e
216,36,201,265,angika_marked,mag,mag_Deva,anp_Deva,d9be4e03fdbe6fe90ce5d09d2c90cf5c80d43fbe79baee4f264f5b857d10d33c
217,36,266,311,angika_marked,mag,awa_Deva,anp_Deva,740b12ae450165c61a0b05e973ead3befe69b5ffe3a6dd267f4c24bd19e887d1
218,36,312,490,angika_marked,mag,awa_Deva,anp_Deva,bec94a04202b4043c82b9bc632663dac18ff94d4cbbfd013af9e30ebb1a8fca4
219,37,0,28,angika_marked,mag,mag_Deva,anp_Deva,07f008183d422632eab5fc6aefbb58454c276a8a5f023ea2c410d633fa1ee408
220,37,29,125,angika_marked,awa,awa_Deva,anp_Deva,34decbd52e01a418fd489b67184059f5458d0a8fcd4d93618b75b0adb7f18e85
221,38,0,83,angika_marked,bho,bho_Deva,anp_Deva,fd7e6653490fc90971765b71f5ffdf6b8785381476fffcd5b8fe5735783001cb
222,38,84,158,angika_marked,mag,awa_Deva,anp_Deva,085c551795c93a0826727487332b59f06dc7fbc8b26f4ba6f3d20628ecdf32ed
223,38,159,288,angika_marked,awa,awa_Deva,anp_Deva,ad4a60d2e86390aa6da50fd7973754885ea7e78a65904c32d4cc7d64d6dc2361
224,38,289,400,angika_marked,hin,mai_Deva,anp_Deva,900dbb7673becc965b9199ff2beba7e29fc4492b1fb6a065245095a3cf5ee303
225,38,401,489,angika_marked,hin,mag_Deva,anp_Deva,04e6cd1906c00d6f5c713c70c07e2df2b155b3b5bc6d1976ce95377c86a872ad
226,38,490,550,neither,bho,awa_Deva,anp_Deva,a3f2decca2438a8ad08f174d329c4741ca52fea2e0d954e83ffdc0618bfcda56
227,38,551,591,angika_marked,awa,awa_Deva,anp_Deva,4505b405248be92e652f3e688354fde50dd81e0492f7f54adae82e279356d803
228,39,187,319,angika_marked,mag,mag_Deva,anp_Deva,50805559befed9a08ce01743e513a9f3c4886a61fdd30678349ae7a3b3db1382
229,39,320,388,angika_marked,mag,mag_Deva,anp_Deva,477bf99ec10e8da9ec3168480a0403994cefa8bdfd28fed72faf95a92000e495
230,39,389,456,angika_marked,awa,awa_Deva,anp_Deva,ce75f66a3922528d5ae6f4031b4c97a4d549ba3ee72a66df1f3f4a644308c922
231,39,457,507,angika_marked,awa,awa_Deva,anp_Deva,c21be9b504b8f7059b0f8ac002a079574f4ad17f74f4a0ca1f533155fb5fc96b
232,39,508,600,angika_marked,awa,awa_Deva,anp_Deva,d86f203fa3e37ba7331ee396ae7597b1885958989122a11fc4521e76ee29a07d
233,39,601,782,angika_marked,mai,mai_Deva,anp_Deva,5d3b9ba4a823c356f7e26a8542592987df75401c727b5a28ef4b7cd7754e13bc
234,40,0,94,angika_marked,mag,mag_Deva,anp_Deva,9e32f9fd625b06f33e476c2d61215d21e23522e40c8dbf825bdd8dd5c1aac2c9
235,40,95,156,neither,kas,kas_Deva,anp_Deva,6e056256faf41d3c52762fb34bb7f729fbe7ea3accf291f18dd5627b1278a10a
236,40,157,259,angika_marked,kas,mag_Deva,anp_Deva,adfedd4fc59dedf75dc12dcc5fa2df6c493a131c7cec91292a5cdb43380d9729
237,40,260,364,neither,mag,mai_Deva,anp_Deva,5fe199f65c73bc0a834df5f11d3a24551654a73d5d6b4f043065143bda256ad0
238,40,365,434,neither,new,mup_Deva,anp_Deva,7176534ee60cd23119a4c04f7589be0e003d1fd2c623780a0a9ff45876c13922
239,40,435,510,angika_marked,bho,mag_Deva,anp_Deva,5713596575e77fec21edf1ffa64f683c5665cd9032d9cbe6655efea206da0bfd
240,40,511,589,neither,mag,mag_Deva,anp_Deva,5eb677de6318443b29a7569388fd9c0463b435b68ec396d0a474314d8ea8f822
241,40,590,709,angika_marked,mag,mag_Deva,anp_Deva,a335db681622c776c8827c14d25a5cdf3df4aeef020d506f43473fb4354949b9
242,40,710,777,neither,bho,bho_Deva,anp_Deva,b6af6f5bc0087d0bd0392281666331f4b1b785f1f5a0d472876a2885a923fd86
243,40,778,844,neither,bho,mag_Deva,anp_Deva,8f3a6ab59eea287a275d3c3dac60dffcfa67e61d996ab90245c612cd99b607b3
244,41,0,46,angika_marked,mag,bho_Deva,anp_Deva,08b1f9a8ce6c76d5b794b8029654dc1c78aa38252baac6747853c20a3c71f629
245,41,47,102,neither,awa,mai_Deva,anp_Deva,f130e72b8376a2c03f7cf11cc367b317b2142a23ae978a4997722458077bb5e6
246,41,103,207,angika_marked,mag,mag_Deva,anp_Deva,ecab05e0f72aa2c1cd99c0872da0895758a6fc502eb6c9c547e7fe2d92a15016
247,41,208,272,neither,mag,mai_Deva,anp_Deva,1a44f542c9b177b48f1c1dbd8b299ee2997b43da837bb0515755325a1f023870
248,41,273,344,neither,mag,bho_Deva,anp_Deva,55fad8070b1254fd35e49542a34b1cfc758607c5a0056c85a08172d90e4dc537
249,41,345,411,angika_marked,bho,mai_Deva,anp_Deva,5ff476fec06bc9634ef78b51f21e2e5a1b97661ab5da60b54a4e302e8adaf17b
250,41,412,501,neither,awa,mag_Deva,anp_Deva,ee7abfda4b6ce0c90d17b736cb8d2a92d1d12dc7db367e0cd416f7d54daacd07
251,42,0,39,angika_marked,mag,mai_Deva,anp_Deva,4eb0f3dc768475fdba6a0e7e0a8e2992c9afe0fa846fe34bf5238fd0b0a2d1d9
252,43,0,86,angika_marked,bho,awa_Deva,anp_Deva,67ea52fccee412bbf3546fd12fd55027d3583a5e62c3dc6e56614dabcf1f117d
253,43,87,170,angika_marked,awa,awa_Deva,anp_Deva,29ab72cf938ef302bf5124ec9dcf26185150a867d7d02595cdd6c3492711402f
254,43,171,239,angika_marked,new,mai_Deva,anp_Deva,db2b119f5ecfafc9e5b4ef035e5f9985d89f2ce7bce1b87fab60896349880944
255,43,240,344,angika_marked,awa,awa_Deva,anp_Deva,4b1b5c558db8e1aaf56770332c65ba2f3224396b0390125151fe21dae384414b
256,43,345,441,angika_marked,mag,mai_Deva,anp_Deva,7f695eeadd58f9e55a001fe342382c22cd9e42e492559f3f167f22e9b53c2f8d
257,43,442,508,angika_marked,new,new_Deva,anp_Deva,00c148af65e0017c17c5113a717eeb0832b4d7e65c20ed3143e95f9e047cc4f4
258,43,509,590,angika_marked,bho,mai_Deva,anp_Deva,a6cf94f8c416cb92fdba132be72242e5c31994386e8adfb4d7b0ebdd680607de
259,43,591,677,angika_marked,hin,mai_Deva,anp_Deva,44764f40cf5ac3ad9a641930361bd3289173c990d77f8cfcce1bc75f1e16b6b9
260,43,678,755,angika_marked,hne,hne_Deva,anp_Deva,ea0f2882e8e0d71c85f6a5b709d214df26e4f3864a36c6315c43dfde8edd8c4a
261,43,756,867,angika_marked,mag,npi_Deva,anp_Deva,63b44ea1afa94e6426f6e7c88f89243322a015c62599fc6d0ddd09b8f4bc2d92
262,43,868,917,angika_marked,hin,new_Deva,anp_Deva,4883f3a21db6e3d5487c2c89f5d1614a24b29e76cda593e6732b9b6ed5325c97
263,43,918,973,angika_marked,mag,mag_Deva,mag_Deva,395f1eada9501b6cad8a1388fd96827699708b4c26cf4d88cdaaabbbea92917c
264,43,974,1111,neither,hin,awa_Deva,anp_Deva,f390a1576ed6a5c586e91449517283b31d66861f3181e39e9aebf6e6a3ada61f
265,44,0,61,angika_marked,bho,bho_Deva,anp_Deva,e3f80c8a52ac4c47c1d0886f1ed7b3648a9b8c121443bd6041f83232904c5238
266,44,62,394,angika_marked,hin,hin_Deva,anp_Deva,c825046851f76b11f35fbc3b1fed0b4dc2bd9693d099e37ae98fec8d508d3aed
267,44,395,484,angika_marked,bho,mai_Deva,anp_Deva,9488ad3c2f16e470ec4972ba83884d9d013bf3b59df95fa5748127f266653ada
268,44,485,565,angika_marked,mag,mag_Deva,anp_Deva,6357ba486fc1df39424d0b06d8a94f781741d5ef255d8e30cf6b96f109e06096
269,44,566,804,angika_marked,mag,mag_Deva,anp_Deva,d29f26a38e33369de9f94b2e8f2b8d05a596158b2d34785078957abc62ce9b9e
270,44,805,944,angika_marked,hin,hin_Deva,anp_Deva,c55cbb056d54ebd4a8106eb31b49e6c25940c977bb5411b69a438fad8ed7f7da
271,44,945,1025,angika_marked,bho,mai_Deva,anp_Deva,dbbdd66d1353d1a32b748e40feca1aea91b1d2e2ac005e7b39504f1750562324
272,44,1026,1227,angika_marked,hin,hin_Deva,anp_Deva,13dd57641bcf309da9f4a537c4fb05a1fc35a500d7717141ee59b8c886766f7c
273,44,1228,1385,angika_marked,hin,hin_Deva,anp_Deva,c23afd1288a8cc7384a4edda18ef7d26d5e50beb5dea5603c0f1f46afa10e73a
274,45,0,91,angika_marked,awa,awa_Deva,anp_Deva,8e9a3e396bc8a24d7b18dae5620b73e0e42319e75b11b05cac9cb9840858d985
275,45,181,234,angika_marked,awa,mai_Deva,anp_Deva,81ad96fa229f3b5202d86c337cd1151c4632637e2fede45d9efdcfd63836be12
276,45,235,320,angika_marked,bho,mai_Deva,anp_Deva,37ef0549fa71473bdb7138829cb81d1433ad86628d0e975c67f56bc9ce9cd061
277,45,321,463,angika_marked,awa,awa_Deva,anp_Deva,e5a280e6c792938740e05330412dafb805a1b4d7c5b9c48d0647956a0998207e
278,45,464,618,angika_marked,awa,awa_Deva,anp_Deva,6ad8316b49889394202cbd660cc35480fff0b3331521d7eec6c6dc17cad3d38e
279,45,619,664,angika_marked,awa,awa_Deva,anp_Deva,72b8f83e17b8c00e1fa835eb62b3d6ba913ecaf55ea66d04cc057749f135d4ca
280,45,665,726,angika_marked,awa,awa_Deva,anp_Deva,0972db0ec9a5344370725fd45053bd0598c53bb555aaa1454538fd22f7ebbf28
281,46,0,127,angika_marked,hin,mai_Deva,anp_Deva,dfe426be63bf8ce3a72ceca0eb692a7194a3b1128e69c4657d8a3f73235ad77c
282,46,128,238,hindi_marked,hin,hin_Deva,anp_Deva,ed317d5c59a306249e0d6f4272ba284cb7c73d3fe7139195cb7af453c92054e0
283,46,239,336,hindi_marked,hin,hin_Deva,hin_Deva,9b95ce88d5bd88cbfc22ae442185c6de0a45c8edcc4a46506d5aaaba64533fe4
284,46,337,429,neither,hin,hin_Deva,anp_Deva,c41bed9e5d36a10a516afae5cbc5429319c75c58d0e1e3780e3b71a3b50d039e
285,46,430,528,hindi_marked,hin,hin_Deva,anp_Deva,4c0a0ec08ada543003be272f8a1fd34688af7246d005645cae6e99b00092cbac
286,46,529,582,hindi_marked,hin,hin_Deva,anp_Deva,bc9b4282e960e4e4ca39757c242b844f234789bba2593d1859ecf0c796b91ae5
287,47,0,103,angika_marked,mag,mai_Deva,anp_Deva,045a9e0543d80b5c39715a7fe3032ab4015e49159529939c117120a2113a8413
288,47,104,211,angika_marked,mai,mai_Deva,anp_Deva,55e04a85163c5bab80996b7d8c1e7776b101f940277f4e6cd998d9977a31c587
289,47,212,257,angika_marked,awa,mai_Deva,anp_Deva,bf7fbe5256aab61d81206bd237cd1d444228d169d9fde63be696679dda274b03
290,47,258,495,angika_marked,hin,mai_Deva,anp_Deva,0e33183e56383b92bc994465c6757d2eba9a792db0b8357b7b95d815104e20e5
291,47,496,643,angika_marked,hin,mai_Deva,anp_Deva,3a253bcbc40974202a8d6f06c44c4ab82d2ca54e2f2e17c9cc6e2e0000475f55
292,47,644,801,angika_marked,awa,mag_Deva,anp_Deva,38e98b4bbfc05610ff53d626026a448729cb7d20370e26b6a509d7483cd99a2f
293,47,802,952,angika_marked,mai,mai_Deva,anp_Deva,20fae875a452546eea37dab9915835a777082b55618732fec252b2b0b9836890
294,47,953,1010,angika_marked,mai,npi_Deva,anp_Deva,9e7c53a5f4ffea92fa6ffbe406083c7aac5c0b6bb4f963a7cf36549d0050aca1
295,47,1011,1141,angika_marked,hin,mai_Deva,anp_Deva,bc4784a11001ccfde755bbd042052384e2ca238e32665ef5e5aeb4566de754db
296,47,1142,1406,angika_marked,hin,mai_Deva,anp_Deva,c9a4323d193336a832fd69f0c2a9438336832ebe90aa0d8a106d582a898e1edc
297,47,1407,1535,angika_marked,hin,mai_Deva,anp_Deva,a004f8e14a7db469e32e26bc7dc0ddd37f7f1c377b2ccc83fc7210b395b39465
298,47,1536,1659,angika_marked,hin,mai_Deva,anp_Deva,7d6b35445ddc425586606b876f2f41010c8232dbd02a04faeead2ca87ed3284a
299,47,1828,1932,angika_marked,mai,awa_Deva,anp_Deva,814e6c17c4b3c2ef1d67576eca9ba92070632913312bb36f4cd2d9fe2c099ad9
300,47,1933,2107,angika_marked,hin,mai_Deva,anp_Deva,ec652418ad902224152f15d06f64957b106a8525e2610e14b2df84603bd0c8a2
301,47,2108,2223,angika_marked,hin,mai_Deva,anp_Deva,a3080b4fb357468899e0c87b5e74c35d939569cfa812700022fe8065cbb70977
302,48,114,172,angika_marked,awa,awa_Deva,anp_Deva,af4b07f1b67f108688ebaf3afce43ae82f6372c071cc6bdc4e5ead9103a3b015
303,48,173,294,angika_marked,awa,awa_Deva,anp_Deva,7103e53b8e7a9eed222ff5a571a3ea52b90c232e9a055d5493aeee167ad83a6f
304,49,0,41,angika_marked,awa,mai_Deva,anp_Deva,41ef803e49372a51e912c141a74d3b59a5f716ef860e58110741f8f98fcce3da
305,49,42,199,angika_marked,bho,awa_Deva,anp_Deva,e93e8e009cd598834ec0eef45ec5f7acbbdbffcfbb70603fe92ae0f86614a3b7
306,49,200,231,angika_marked,mag,bho_Deva,anp_Deva,e9131160666444db61012a8f2fe12e40e3705871e6d57db40e14cb49f85b7e04
307,49,232,367,angika_marked,mai,mai_Deva,anp_Deva,da091eb4f82c43bdbbd792834055b670b177d7f986d87406c69a22dfd46f9824
308,49,368,423,angika_marked,awa,mai_Deva,anp_Deva,8da74b90d406d3fa4568b124b251ef3a64617a7fc7f7e1a3a45b26129b94d219
309,50,0,28,angika_marked,mag,mag_Deva,anp_Deva,55638ff1918f58b7f959d1440d34627e8d073d2c4965c5768c44c6c588df0931
310,51,0,93,angika_marked,bho,bho_Deva,anp_Deva,c5204debd49dd9371f87c9697b05d526768f05b8b086478bdf58c71f9a9cd7ff
311,51,94,173,angika_marked,mai,mai_Deva,anp_Deva,924dad27aaae00774aa80a045ff1984570b990a42ea875b55e9fddc8318be214
312,51,282,372,hindi_marked,hin,hin_Deva,anp_Deva,74bf530957fbbdfaf4de1835e7efd05a3facb03f31a6f0973a8ac53a9b1afb4d
313,51,373,473,hindi_marked,hin,hin_Deva,anp_Deva,76b24a9498ae57bda75f2316a56630cb26179fcc87da38b2e74fb1a8e66c0b84
314,52,0,115,angika_marked,bho,mai_Deva,anp_Deva,b45aeb1c1cfd8dc131db11007636a3a7e63524ef41432685ef1c6f625f77c179
315,52,116,167,angika_marked,awa,awa_Deva,anp_Deva,30de3effae90f479fccfd32c297ea5b7f2e1247983512a6cc2711f597437090c
316,52,168,324,angika_marked,bho,mag_Deva,anp_Deva,7ab960a5b05515470b2cc71fccb133c6037a9971924705245272571b193eaded
317,52,325,508,angika_marked,mag,mai_Deva,anp_Deva,7d1fb13ba2c7ea1c7a2e0533f4308d0dc28628dc2cdb742e70958bfe79307eca
318,52,509,685,angika_marked,hin,mai_Deva,anp_Deva,23366c46c5d8d13d67b5fcba900f2da7a24c0978d35a53fe61e64b5f8dbb59e6
319,53,130,173,angika_marked,mag,awa_Deva,anp_Deva,70e57ce6a74f26451151389e88a9ccbbe5f33274510b1e0b662f0093211fa9ef
320,53,174,273,angika_marked,awa,awa_Deva,anp_Deva,6c64ea92f4280e123016cece38a3dacc5264c962f2ef13d94bfeb8cf20fdf134
321,53,274,394,angika_marked,mag,awa_Deva,anp_Deva,9cb5ad379af2cb5a1668cc2e82fc192fe74d754d9ced8870008e952c20ea8a51
322,54,0,229,angika_marked,mag,mag_Deva,anp_Deva,b3ef0689e7afb8259c7756ee143668c1f91f0c7d47cf7692b24123f71d114d48
323,54,230,492,angika_marked,hin,mai_Deva,anp_Deva,43d9ff7832a44cf4b8ac3317034a5a952e1c9cc9431f8a6d01e2cefbf18d643e
324,54,493,614,angika_marked,mag,mag_Deva,anp_Deva,703f9341cf01e1a235cb836809f746617f9785268040bab96c79406982f27442
325,54,615,836,angika_marked,mag,mag_Deva,anp_Deva,d752fc2fa759160b82e6c026ca330fab3cc54d87cc5d78daa04ab99ed13dc476
326,54,837,926,angika_marked,mag,mai_Deva,anp_Deva,af091d938097af5ceef187318843ba0ec7056768fd373accf1ae4e1c6b34b643
327,54,927,1053,angika_marked,hin,mai_Deva,anp_Deva,db2a53c1e8775a9efc9051d81971b19df673f56f1b9d4e3b0ee9535d4e143be8
328,55,98,143,neither,awa,awa_Deva,anp_Deva,cd1a3e892052f207d1ed9c083a42e34b86c5c114a93c06b74be0bb296d7c9250
329,55,144,215,angika_marked,mag,mai_Deva,anp_Deva,c8726a99156b5cbe3219c27a0808b2a41a13a07cd08faa136cb1fbd3e56cb074
330,55,216,267,angika_marked,mai,mai_Deva,anp_Deva,f91f7062447fca86acabb2fc88811f1540453a2039c60674ce61fe2a006fc441
331,55,268,361,hindi_marked,hin,awa_Deva,anp_Deva,9ec9db3bd98c1f76e094da249d73ab79a6d1fdb946cb090eb7e586ab5ad1b7eb
332,55,362,481,hindi_marked,hin,awa_Deva,anp_Deva,cb65f3cbb3f73fcbe11d43bb72cdb4b7f502f98864ac784913e4c55bf7dd8539
333,55,482,624,hindi_marked,hin,awa_Deva,anp_Deva,6ae393fe64abcfa322bca83baaa7a022146d5366910d36363c84a1d66c2b0b11
334,55,625,701,hindi_marked,hin,awa_Deva,anp_Deva,5d496ddc4d7133047b223ac589bf004dcce6aa77d68be4f6e2ced818382f7ee4
335,56,0,90,angika_marked,mag,mag_Deva,anp_Deva,7faaf04eb0dce874193070693dab84e9f3aaca564fd61f8bd2e19c5383885a79
336,56,91,300,angika_marked,mag,mag_Deva,anp_Deva,26e412816a4be3dc7e6545367772ce17813b5610790da596d32fe329a9f76d9e
337,56,301,458,angika_marked,awa,mai_Deva,anp_Deva,fd80b0564bc2c859e179cad9f16a0196f8e05068dd36e9a88297148ecdd097b8
338,56,459,660,angika_marked,mag,mag_Deva,anp_Deva,864ba6e95f5059f173105e70bd4acc0dedbbbd52f422c3d3aca499b5d4f3a733
339,56,661,780,angika_marked,mag,mag_Deva,anp_Deva,c01bdc99491ba1b81848e94feee341aef8bf93c241ca6a8da954810a011fea7d
340,56,781,1051,angika_marked,mag,mai_Deva,anp_Deva,2a02feb867dccb5eb2e716df0a280045d3a31d2d06e008c0772beb8caf3e3ef6
341,56,1052,1142,angika_marked,mag,mag_Deva,anp_Deva,91483b82cf106babf616d46d818ee1f7df14579c883b928db5ff2105fc279ace
342,56,1143,1235,angika_marked,mag,mai_Deva,anp_Deva,1f8fc6e34483ec822e4578de1cde0091c6c6037ff75c1618b5b0d5f633abd103
343,56,1236,1382,angika_marked,mai,mai_Deva,anp_Deva,38b69cbdb977c61e478d20ded1a095a678473aecfb9e1d66f3de0fd3546cc2c7
344,57,0,151,angika_marked,mag,mag_Deva,anp_Deva,efe4bc7372cad14ced240644522a404a3422773dccb8769b1a1f226dca4e4902
345,57,152,405,angika_marked,mag,awa_Deva,anp_Deva,8f5c403aca8660b83e0a7b25f55e566cbe42814805917bb1a424be0d80e4a2ec
346,57,406,547,angika_marked,mag,mai_Deva,anp_Deva,8b568c83e9693ba123790d4f276c98989a3394e7f1c85c66c85cfd0d92e8777c
347,57,548,743,angika_marked,bho,mai_Deva,anp_Deva,2186e65c5837c3f0ca5d9cd2b4ec533ccb8672a80dc2510d9ed86c3573ef28ae
348,57,744,819,angika_marked,mag,mag_Deva,anp_Deva,397b0923a66e2c3f6a2c5affcc8e5968e7d4713033063e552e3cec0598839bae
349,57,820,970,angika_marked,mag,mai_Deva,anp_Deva,854b4f6da160aa58f36af9dba4fa28336cb8f1311509eb1b8d48dc3ba53c7c1b
350,57,971,1096,angika_marked,mag,mag_Deva,anp_Deva,343c6361fea2fb8b74d0c6e61019dde6b92f6fe72cc739d14f494e7f4ef43e7c
351,58,0,102,angika_marked,bho,bho_Deva,anp_Deva,9c7b955082a36709649b40976e9ca0aefaa62c5637a5e40b18e88981e7ced4f4
352,58,103,293,angika_marked,bho,bho_Deva,anp_Deva,f04d6ff51e197fe766d26753b596c9de9fc53d2e7da1b732014d1b739d5c21fa
353,58,294,449,angika_marked,hin,mai_Deva,anp_Deva,0669d397534f331cb6b1bac4ba8815eac8aaea096e3f1a5b03e2b5d8f36901e8
354,59,0,108,angika_marked,bho,bho_Deva,anp_Deva,552759badb85025bfb0b89a26f52efae1f1b8c5cbd888bd52c1852a822ca0603
355,59,109,207,angika_marked,bho,bho_Deva,anp_Deva,5b927a38a479dfdff997fced5da662edda3727aad79a14fa085e218584bcd061
356,60,0,129,angika_marked,bho,mai_Deva,anp_Deva,388b2bbbe9d457e2eccb49c6d079212a15fa04571fa00de8e7f126d6efc38245
357,60,130,249,angika_marked,mai,mai_Deva,anp_Deva,0012963b4e8b52ec06a1e46cb6308afc9177326ccf09f6aea0cda1b5991671c9
358,60,250,402,angika_marked,mag,mai_Deva,anp_Deva,4a4b07367259b2415b9ea0aa7366280cf1714bbcc8722b8232788ed9dccc2ba8
359,61,0,64,angika_marked,bho,bho_Deva,anp_Deva,967e7d973c68896f4eb8ef5bb45340aabe65d0241bc9f889775890d420ecfb85
360,61,83,153,angika_marked,mag,awa_Deva,anp_Deva,e147b98e5f0ca1c32f997e2eea83cda964a8ef54a9f852f235f0cf1408172930
361,61,154,244,angika_marked,mag,mag_Deva,anp_Deva,be76b1f8eb45342cfc3f41785ec40de364ed081b8381177388a780d777a6aa44
362,61,245,312,angika_marked,mag,mag_Deva,anp_Deva,85710467b195fbb7271cffea3a01369856dbcddd3d95a2a4c053455fb2d5b582
363,61,313,560,angika_marked,mai,mai_Deva,anp_Deva,d9e7c6872a389d200ff59e6b6267ee7e006f16720a62cfc8db8b2850761736dc
364,61,561,694,angika_marked,mag,mai_Deva,anp_Deva,3d494d435117a93b600551aad22957fc73be119dbb1f512d16e534d1be0950db
365,61,695,862,angika_marked,mag,mai_Deva,anp_Deva,61341d717f98bdb1a0b015e4c5ad3200e1ff8367b8a72e549109d9770fa2755d
366,62,0,48,angika_marked,awa,awa_Deva,anp_Deva,87e7076c767b79069ac0d60cc8abd1442eb371a4efea0dfe09644fe7abeb4f64
367,62,49,134,angika_marked,awa,mai_Deva,anp_Deva,856915f508479a7779fc3a3ea9e135ee0b8d6735c6a25a1bc0370422065b7ccd
368,62,135,235,angika_marked,awa,awa_Deva,anp_Deva,c4d48ac1674f823a5d84ac3c5eacf9a4de41015f90d27fb980b5745f20f172b0
369,62,236,332,angika_marked,hin,hin_Deva,anp_Deva,aff05f42bbd425c89ae78ff1d8c248d84c2713b8dcba846418b899bc2ff0e1ae
370,62,333,426,angika_marked,hin,hin_Deva,anp_Deva,d76dec1e95a24608d9f8e21812407a826199549522da4fd7ab12fb50391ff446
371,62,427,469,angika_marked,mag,mai_Deva,anp_Deva,98c9a93479f215e2bcaac1ecceed8b9f5aadc9ad4aaf4697f89917710faedc18
372,62,470,639,angika_marked,mai,mai_Deva,anp_Deva,36a88d59809669b744a1b4708f83a525b75e30f8a19c8818ca71b9d888c334c3
373,62,640,754,angika_marked,mai,mai_Deva,anp_Deva,9faa15e75cbae394bad45c0e8ca7169a2f4ed3782aa58341b84a01fcdb1c5b46
374,62,755,819,angika_marked,kas,mai_Deva,anp_Deva,73659abc62c56b74df66bba7f16dfcba893a26403462c35102fb7684c78b532e
375,63,0,67,angika_marked,bho,bho_Deva,anp_Deva,d19daa23462d8c099590be0114bb4a444a0d8c6fba0a2b87361feae2e4f5dc50
